"id","time","accX","accY","accZ","gyroX","gyroY","gyroZ","rot1","rot2","rot3","rot4","rot5","rot6","rot7","rot8","rot9"
"9","333590872609142","9.41347","-5.74852","-8.64998","0","0","0","-0.121129","0.940141","-0.318531","0.252633","0.339525","0.906035","0.95995","0.0292751","-0.278637"
"9","333590889363293","8.58966","-3.8327","-6.69583","0","0","0","-0.0846904","0.959389","-0.269075","0.294358","0.282082","0.913117","0.951935","-0.001872","-0.306294"
"9","333590906178478","8.09155","0.0947571","-6.02528","0","0","0","-0.0663903","0.965755","-0.250819","0.31911","0.258722","0.911719","0.94539","-0.0195093","-0.325358"
"9","333590922932629","10.2564","2.29796","-3.63051","0","0","0","-0.0688197","0.968557","-0.239085","0.332259","0.248223","0.909939","0.940674","-0.0168164","-0.338895"
"9","333590939717297","12.4596","2.33627","-4.72252","0","0","0","-0.106157","0.946805","-0.303795","0.322041","0.321792","0.890359","0.940755","-0.00331707","-0.339071"
"9","333590956501965","15.3142","0.382126","-6.44678","0","0","0","-0.116036","0.947352","-0.29843","0.320657","0.320101","0.891468","0.940061","0.00774834","-0.340918"
"9","333590973286633","15.2567","-0.844009","-6.46593","0","0","0","-0.117901","0.947311","-0.297829","0.324146","0.320206","0.890167","0.938631","0.00841171","-0.34482"
"9","333590990101818","11.54","-1.0739","-5.87202","0","0","0","-0.125494","0.936239","-0.328188","0.325594","0.351347","0.877806","0.937145","0.00330328","-0.348925"
"9","333591006886486","8.95367","-0.384201","-5.04822","0","0","0","-0.114815","0.944944","-0.306427","0.336476","0.327226","0.88301","0.934667","-0.00172266","-0.355521"
"9","333591023671154","7.70837","0.209702","-4.10945","0","0","0","-0.108898","0.951247","-0.288565","0.345758","0.308412","0.88619","0.931983","-0.00326904","-0.362487"
"9","333591040455822","7.44017","0.439606","-2.99828","0","0","0","-0.124138","0.939478","-0.319329","0.345288","0.342605","0.873726","0.93025","-0.00179803","-0.366921"
"9","333591057240490","7.67006","-0.135147","-2.86417","0","0","0","-0.117322","0.947784","-0.29655","0.348201","0.318914","0.881504","0.930049","0.000161028","-0.367435"
"9","333591074025158","7.57426","-0.671585","-2.90248","0","0","0","-0.0932362","0.966631","-0.238601","0.354747","0.25617","0.899184","0.930302","-0.000806646","-0.366794"
"9","333591090809826","7.32521","-0.863159","-3.26649","0","0","0","-0.0946902","0.963195","-0.251572","0.354425","0.268767","0.895627","0.930278","-0.00435644","-0.36683"
"9","333591107533459","6.73131","-0.518311","-3.1707","0","0","0","-0.0913682","0.963213","-0.252731","0.357178","0.268605","0.894581","0.929557","-0.00853363","-0.36858"
"9","333591124348644","6.25235","0.075592","-2.8067","0","0","0","-0.0915584","0.96214","-0.256716","0.359439","0.272351","0.89254","0.928666","-0.0105543","-0.370767"
"9","333591141133312","6.13741","1.07182","-2.42352","0","0","0","-0.100979","0.956264","-0.274521","0.358055","0.292373","0.886744","0.928224","-0.00875164","-0.371919"
"9","333591157917980","6.25235","2.56618","-1.8871","0","0","0","-0.16769","0.919124","-0.356497","0.335041","0.393227","0.856224","0.927161","0.0241386","-0.373885"
"9","333591174672131","6.25235","2.56618","-1.8871","0","0","0","-0.16769","0.919124","-0.356497","0.335041","0.393227","0.856224","0.927161","0.0241386","-0.373885"
"9","333591191456799","6.25235","2.56618","-1.8871","0","0","0","-0.16769","0.919124","-0.356497","0.335041","0.393227","0.856224","0.927161","0.0241386","-0.373885"
"9","333591207722668","7.22942","1.70406","-1.84879","0","0","0","-0.180833","0.917295","-0.354781","0.326899","0.396277","0.857964","0.927597","0.0391706","-0.371522"
"9","333591224507336","7.84248","1.32088","-2.04036","0","0","0","-0.192212","0.911745","-0.363009","0.316125","0.407714","0.856641","0.929042","0.0499006","-0.366593"
"9","333591241871838","9.83495","1.20593","-2.51932","0","0","0","-0.197283","0.907931","-0.369784","0.307353","0.415463","0.85611","0.930921","0.0552418","-0.361019"
"9","333591258076672","9.68169","1.45499","-2.86417","0","0","0","-0.205111","0.897195","-0.391115","0.295373","0.437722","0.849208","0.933105","0.0586572","-0.354788"
"9","333591274861340","6.84625","2.183","-4.74168","0","0","0","-0.226018","0.867874","-0.442392","0.276322","0.49261","0.825216","0.93411","0.0642711","-0.351151"
"9","333591292164806","6.55888","2.01057","-4.66505","0","0","0","-0.240263","0.864826","-0.440852","0.280383","0.496626","0.821431","0.929333","0.0737522","-0.361803"
"9","333591308400158","10.4097","2.35542","-0.124527","0","0","0","-0.243431","0.87648","-0.415361","0.288891","0.474327","0.831598","0.925896","0.0824426","-0.368673"
"9","333591325215344","13.6858","2.0489","2.44267","0","0","0","-0.240347","0.875575","-0.419049","0.263018","0.474297","0.840157","0.934374","0.0917122","-0.344288"
"9","333591341969494","14.4521","-2.03181","-0.68013","0","0","0","-0.21451","0.897646","-0.38499","0.240454","0.430567","0.869939","0.946661","0.0940385","-0.308204"
"9","333591358784679","16.6361","-5.88263","-1.52309","0","0","0","-0.155605","0.947527","-0.27925","0.25265","0.311466","0.916055","0.954964","0.0719899","-0.287858"
"9","333591375569347","16.866","-5.13547","-0.718445","0","0","0","-0.105565","0.960261","-0.25837","0.250026","0.277106","0.927739","0.962467","0.0333372","-0.269343"
"9","333591392354015","13.9348","-0.115982","-3.63051","0","0","0","-0.063338","0.973879","-0.218054","0.244614","0.226977","0.94268","0.96755","0.00636836","-0.252601"
"9","333591409138683","12.2489","3.40913","-5.33559","0","0","0","-0.063338","0.973879","-0.218054","0.244614","0.226977","0.94268","0.96755","0.00636836","-0.252601"
"9","333591425953869","10.2373","4.38622","-6.56172","0","0","0","-0.0803968","0.977195","-0.196536","0.255275","0.210784","0.943612","0.96352","0.0256926","-0.2664"
"9","333591442708019","7.8808","1.87648","-5.75706","0","0","0","-0.0982996","0.979416","-0.1763","0.269982","0.19676","0.942547","0.957835","0.0450543","-0.283766"
